Time,del_2,del_3,del_6,del_8,del_10,del_13
4.4289,-0.08503617131,-0.2178516927,-0.2375257549,-0.7470646127,-0.2519611594,-0.251097103
4.44555,-0.08503584328,-0.2178498639,-0.2375257638,-0.7470636078,-0.2519617887,-0.2510974528
4.4622,-0.08503564506,-0.217848349,-0.2375262174,-0.7470633182,-0.2519628748,-0.2510982549
4.47885,-0.08503557388,-0.2178471657,-0.2375270564,-0.7470636485,-0.2519643733,-0.2510994467
4.4955,-0.0850356239,-0.2178463228,-0.2375282544,-0.7470644917,-0.2519662318,-0.2511010027
4.51215,-0.08503578666,-0.2178458201,-0.2375297387,-0.747065734,-0.2519683918,-0.2511028466
4.5288,-0.0850360515,-0.2178456488,-0.2375314739,-0.7470672595,-0.2519707914,-0.2511049438
4.54545,-0.0850364061,-0.217845793,-0.2375333827,-0.7470689545,-0.2519733682,-0.2511072135
4.5621,-0.08503683698,-0.2178462298,-0.2375354292,-0.7470707118,-0.2519760608,-0.2511096207
4.57875,-0.08503733005,-0.2178469315,-0.2375375395,-0.7470724341,-0.2519788114,-0.2511120884
4.5954,-0.08503787111,-0.217847866,-0.237539685,-0.7470740366,-0.2519815674,-0.2511145887
4.61205,-0.08503844628,-0.2178489985,-0.2375418017,-0.7470754498,-0.2519842829,-0.2511170551
4.6287,-0.08503904248,-0.217850293,-0.2375438732,-0.7470766202,-0.2519869197,-0.2511194724
4.64535,-0.08503964777,-0.2178517131,-0.23754585,-0.7470775116,-0.2519894481,-0.2511217889
4.662,-0.08504025164,-0.2178532235,-0.2375477308,-0.7470781046,-0.2519918473,-0.2511240051
4.67865,-0.08504084525,-0.2178547911,-0.2375494823,-0.7470783966,-0.2519941053,-0.2511260855
4.6953,-0.08504142155,-0.2178563854,-0.237551119,-0.7470783998,-0.2519962185,-0.251128047
4.71195,-0.0850419754,-0.2178579801,-0.2375526226,-0.7470781401,-0.2519981915,-0.2511298695
4.7286,-0.08504250356,-0.2178595528,-0.2375540218,-0.7470776547,-0.2520000358,-0.2511315841
4.74525,-0.0850430046,-0.2178610859,-0.2375553106,-0.7470769898,-0.2520017689,-0.2511331835
4.7619,-0.08504347883,-0.2178625664,-0.2375565284,-0.7470761983,-0.2520034131,-0.2511347094
4.77855,-0.08504392809,-0.2178639864,-0.2375576776,-0.7470753367,-0.2520049942,-0.2511361629
4.7952,-0.08504435557,-0.2178653425,-0.2375588035,-0.7470744629,-0.2520065404,-0.2511375918
4.81185,-0.08504476555,-0.2178666357,-0.2375599124,-0.7470736339,-0.2520080806,-0.2511390011
4.8285,-0.08504516315,-0.2178678707,-0.237561051,-0.7470729034,-0.2520096434,-0.2511404397
4.84515,-0.08504555407,-0.217869056,-0.237562225,-0.7470723198,-0.2520112561,-0.2511419118
4.8618,-0.0850459443,-0.2178702024,-0.2375634781,-0.747071925,-0.2520129435,-0.2511434633
4.87845,-0.08504633988,-0.2178713232,-0.2375648115,-0.7470717531,-0.2520147271,-0.2511450937
4.8951,-0.08504674667,-0.217872433,-0.2375662631,-0.7470718294,-0.2520166246,-0.2511468428
4.91175,-0.08504717011,-0.2178735472,-0.2375678269,-0.7470721703,-0.2520186494,-0.2511487026
4.9284,-0.08504761506,-0.2178746811,-0.2375695329,-0.7470727832,-0.2520208104,-0.2511507049
4.94505,-0.08504808566,-0.2178758499,-0.2375713668,-0.7470736668,-0.2520231116,-0.2511528334
4.9617,-0.08504858518,-0.2178770676,-0.2375733501,-0.7470748115,-0.252025553,-0.251155111
4.97835,-0.085049116,-0.2178783467,-0.2375754604,-0.747076201,-0.2520281301,-0.2511575133
4.995,-0.08504967955,-0.2178796979,-0.2375777115,-0.7470778127,-0.2520308347,-0.2511600554
5.01165,-0.0850502763,-0.2178811298,-0.2375800742,-0.7470796192,-0.2520336555,-0.2511627058
5.0283,-0.08505090584,-0.2178826486,-0.2375825561,-0.7470815899,-0.2520365784,-0.2511654738
5.04495,-0.08505156691,-0.2178842582,-0.2375851233,-0.7470836919,-0.2520395874,-0.2511683231
5.0616,-0.08505225751,-0.2178859602,-0.2375877798,-0.7470858919,-0.2520426655,-0.2511712592
5.07825,-0.08505297501,-0.2178877536,-0.2375904894,-0.7470881571,-0.2520457948,-0.2511742436
5.0949,-0.08505371627,-0.2178896355,-0.2375932549,-0.7470904562,-0.2520489577,-0.251177281
5.11155,-0.08505447778,-0.2178916011,-0.2375960403,-0.7470927612,-0.2520521372,-0.251180333
5.1282,-0.0850552558,-0.2178936438,-0.2375988496,-0.7470950471,-0.2520553177,-0.2511834056
5.14485,-0.0850560465,-0.2178957557,-0.237601649,-0.7470972935,-0.2520584851,-0.2511864628
5.1615,-0.08505684606,-0.217897928,-0.2376044456,-0.7470994845,-0.2520616273,-0.2511895138
5.17815,-0.08505765083,-0.2179001511,-0.2376072094,-0.7471016088,-0.2520647347,-0.2511925265
5.1948,-0.08505845743,-0.2179024152,-0.2376099518,-0.7471036603,-0.2520677999,-0.2511955142
5.21145,-0.08505926279,-0.2179047103,-0.2376126471,-0.7471056373,-0.252070818,-0.2511984497
5.2281,-0.08506006428,-0.2179070268,-0.2376153113,-0.7471075423,-0.2520737866,-0.2512013509
5.24475,-0.0850608597,-0.2179093558,-0.2376179235,-0.7471093817,-0.2520767055,-0.2512041951
5.2614,-0.08506164735,-0.2179116888,-0.2376205038,-0.7471111652,-0.2520795764,-0.2512070044
5.27805,-0.08506242603,-0.2179140188,-0.2376230352,-0.7471129048,-0.252082403,-0.2512097602
5.2947,-0.08506319501,-0.2179163393,-0.2376255412,-0.7471146145,-0.2520851904,-0.2512124881
5.31135,-0.08506395401,-0.2179186455,-0.2376280075,-0.7471163092,-0.2520879445,-0.251215172
5.328,-0.0850647032,-0.2179209335,-0.2376304599,-0.7471180042,-0.2520906723,-0.2512178396
5.34465,-0.08506544306,-0.2179232006,-0.2376328857,-0.7471197146,-0.252093381,-0.2512204765
5.3613,-0.0850661744,-0.2179254456,-0.2376353112,-0.7471214545,-0.2520960777,-0.251223111
5.37795,-0.08506689827,-0.217927668,-0.2376377239,-0.7471232364,-0.2520987695,-0.2512257286
5.3946,-0.08506761584,-0.2179298685,-0.2376401497,-0.7471250712,-0.2521014626,-0.2512283573
5.41125,-0.08506832842,-0.2179320484,-0.2376425749,-0.7471269673,-0.2521041626,-0.2512309814
5.4279,-0.0850690373,-0.21793421,-0.237645024,-0.7471289309,-0.2521068738,-0.2512336271
5.44455,-0.08506974376,-0.2179363558,-0.2376474814,-0.7471309656,-0.2521095997,-0.251236277
5.4612,-0.08507044896,-0.217938489,-0.2376499693,-0.7471330726,-0.2521123423,-0.2512389551
5.47785,-0.08507115394,-0.2179406125,-0.2376524699,-0.7471352504,-0.2521151025,-0.2512416416
5.4945,-0.08507185953,-0.2179427297,-0.2376550029,-0.7471374956,-0.2521178799,-0.2512443579
5.51115,-0.0850725664,-0.2179448437,-0.2376575482,-0.7471398029,-0.2521206731,-0.2512470819
5.5278,-0.08507327493,-0.2179469572,-0.2376601233,-0.747142165,-0.2521234794,-0.2512498329
5.54445,-0.08507398533,-0.2179490727,-0.2376627061,-0.7471445739,-0.2521262955,-0.2512525868
5.5611,-0.08507469754,-0.2179511924,-0.2376653121,-0.7471470201,-0.2521291174,-0.251255361
5.57775,-0.08507541132,-0.2179533178,-0.2376679179,-0.7471494942,-0.2521319402,-0.2512581299
5.5944,-0.08507612619,-0.2179554499,-0.2376705381,-0.7471519864,-0.2521347591,-0.2512609101
5.61105,-0.08507684154,-0.2179575893,-0.2376731483,-0.7471544871,-0.252137569,-0.2512636753
5.6277,-0.0850775566,-0.2179597358,-0.2376757628,-0.7471569873,-0.2521403648,-0.2512664415
5.64435,-0.0850782705,-0.217961889,-0.2376783574,-0.7471594792,-0.2521431417,-0.2512691828
5.661,-0.08507898231,-0.2179640478,-0.2376809466,-0.7471619555,-0.2521458952,-0.2512719155
5.67765,-0.08507969105,-0.2179662108,-0.2376835069,-0.7471644106,-0.2521486214,-0.2512746142
5.6943,-0.08508039575,-0.2179683761,-0.2376860538,-0.7471668399,-0.2521513169,-0.2512772965
5.71095,-0.08508109546,-0.2179705418,-0.2376885649,-0.7471692405,-0.252153979,-0.251279938
5.7276,-0.0850817893,-0.2179727055,-0.2376910569,-0.7471716105,-0.2521566057,-0.2512825574
5.74425,-0.08508247648,-0.217974865,-0.2376935086,-0.7471739497,-0.2521591956,-0.2512851319
5.7609,-0.08508315628,-0.2179770177,-0.2376959384,-0.7471762587,-0.2521617481,-0.2512876815
5.77755,-0.08508382813,-0.2179791613,-0.2376983263,-0.7471785395,-0.2521642632,-0.2512901848
5.7942,-0.08508449155,-0.2179812934,-0.2377006919,-0.7471807946,-0.2521667415,-0.251292663
5.81085,-0.08508514621,-0.217983412,-0.2377030166,-0.7471830276,-0.252169184,-0.2512950959
5.8275,-0.08508579189,-0.217985515,-0.2377053207,-0.7471852421,-0.2521715922,-0.2512975057
5.84415,-0.08508642847,-0.2179876008,-0.2377075867,-0.7471874424,-0.252173968,-0.251299873
5.8608,-0.08508705595,-0.2179896678,-0.2377098354,-0.7471896324,-0.2521763131,-0.2513022207
5.87745,-0.08508767443,-0.2179917148,-0.2377120496,-0.7471918163,-0.2521786296,-0.2513045297
5.8941,-0.08508828404,-0.217993741,-0.2377142506,-0.7471939976,-0.2521809196,-0.251306823
5.91075,-0.08508888502,-0.2179957457,-0.2377164211,-0.7471961797,-0.2521831849,-0.2513090817
5.9274,-0.0850894776,-0.2179977283,-0.237718582,-0.7471983652,-0.2521854273,-0.2513113285
5.94405,-0.08509006206,-0.2179996889,-0.2377207159,-0.7472005561,-0.2521876481,-0.2513135441
5.9607,-0.08509063867,-0.2180016273,-0.2377228433,-0.7472027537,-0.2521898486,-0.2513157508
5.97735,-0.08509120769,-0.2180035438,-0.237724946,-0.7472049586,-0.2521920296,-0.2513179287
5.994,-0.08509176935,-0.2180054386,-0.2377270439,-0.7472071707,-0.2521941914,-0.2513200994
6.01065,-0.08509232386,-0.2180073124,-0.2377291181,-0.7472093891,-0.2521963344,-0.2513222422
6.0273,-0.08509287136,-0.2180091654,-0.2377311879,-0.7472116126,-0.2521984581,-0.2513243782
6.04395,-0.08509341197,-0.2180109984,-0.2377332336,-0.7472138393,-0.2522005621,-0.2513264858
6.0606,-0.08509394573,-0.2180128118,-0.2377352738,-0.7472160666,-0.2522026456,-0.2513285856
6.07725,-0.08509447264,-0.2180146061,-0.2377372883,-0.7472182921,-0.2522047074,-0.2513306554
6.0939,-0.08509499266,-0.2180163819,-0.2377392953,-0.7472205128,-0.2522067465,-0.2513327153
6.11055,-0.0850955057,-0.2180181395,-0.2377412741,-0.7472227259,-0.2522087613,-0.2513347427
6.1272,-0.08509601162,-0.2180198794,-0.2377432425,-0.7472249283,-0.2522107506,-0.2513367575
6.14385,-0.08509651027,-0.2180216016,-0.2377451799,-0.7472271173,-0.252212713,-0.251338737
6.1605,-0.08509700146,-0.2180233065,-0.2377471041,-0.7472292903,-0.252214647,-0.251340701
6.17715,-0.085097485,-0.2180249939,-0.2377489943,-0.7472314449,-0.2522165515,-0.251342627
6.1938,-0.08509796069,-0.218026664,-0.2377508686,-0.7472335793,-0.2522184252,-0.2513445348
6.21045,-0.08509842834,-0.2180283167,-0.2377527065,-0.7472356918,-0.2522202674,-0.2513464022
6.2271,-0.08509888778,-0.2180299516,-0.2377545264,-0.7472377813,-0.2522220773,-0.2513482496
6.24375,-0.08509933884,-0.2180315686,-0.2377563084,-0.747239847,-0.2522238543,-0.2513500549
6.2604,-0.0850997814,-0.2180331673,-0.237758071,-0.7472418887,-0.2522255982,-0.2513518391
6.27705,-0.08510021535,-0.2180347475,-0.2377597948,-0.7472439063,-0.2522273088,-0.2513535806
6.2937,-0.08510064062,-0.2180363088,-0.237761499,-0.7472459003,-0.2522289864,-0.2513553007
6.31035,-0.08510105718,-0.2180378509,-0.2377631644,-0.7472478714,-0.2522306312,-0.2513569783
6.327,-0.08510146502,-0.2180393733,-0.2377648107,-0.7472498205,-0.2522322438,-0.251358635
6.34365,-0.08510186417,-0.2180408757,-0.2377664191,-0.7472517488,-0.2522338248,-0.2513602501
6.3603,-0.08510225469,-0.2180423579,-0.2377680094,-0.7472536575,-0.2522353749,-0.2513618456
6.37695,-0.08510263666,-0.2180438195,-0.2377695631,-0.7472555479,-0.252236895,-0.2513634011
6.3936,-0.08510301018,-0.2180452603,-0.2377711003,-0.7472574214,-0.2522383859,-0.2513649384
6.41025,-0.08510337537,-0.2180466802,-0.2377726026,-0.7472592792,-0.2522398485,-0.2513664374
6.4269,-0.08510373235,-0.2180480789,-0.23777409,-0.7472611224,-0.2522412836,-0.2513679201
6.44355,-0.08510408126,-0.2180494565,-0.237775544,-0.747262952,-0.252242692,-0.251369366
6.4602,-0.08510442223,-0.2180508127,-0.2377769848,-0.7472647689,-0.2522440745,-0.2513707972
6.47685,-0.08510475539,-0.2180521477,-0.2377783935,-0.7472665735,-0.2522454316,-0.2513721931
6.4935,-0.08510508086,-0.2180534615,-0.2377797902,-0.7472683664,-0.252246764,-0.2513735756
6.51015,-0.08510539874,-0.2180547541,-0.2377811558,-0.7472701476,-0.2522480719,-0.2513749239
6.5268,-0.08510570914,-0.2180560256,-0.2377825102,-0.7472719172,-0.2522493557,-0.2513762595
6.54345,-0.08510601212,-0.2180572762,-0.2377838341,-0.7472736748,-0.2522506156,-0.2513775614
6.5601,-0.08510630776,-0.218058506,-0.237785147,-0.7472754201,-0.2522518517,-0.251378851
6.57675,-0.0851065961,-0.2180597151,-0.2377864294,-0.7472771524,-0.2522530638,-0.2513801071
6.5934,-0.08510687718,-0.2180609038,-0.2377877008,-0.7472788711,-0.2522542521,-0.2513813509
6.61005,-0.08510715102,-0.2180620723,-0.2377889415,-0.7472805754,-0.2522554161,-0.2513825609
6.6267,-0.08510741763,-0.2180632206,-0.2377901706,-0.7472822644,-0.2522565558,-0.2513837582
6.64335,-0.08510767702,-0.2180643491,-0.2377913684,-0.7472839373,-0.252257671,-0.2513849211
6.66,-0.08510792918,-0.2180654578,-0.2377925542,-0.7472855933,-0.2522587613,-0.251386071
6.67665,-0.08510817413,-0.2180665469,-0.237793708,-0.7472872315,-0.2522598265,-0.2513871859
6.6933,-0.08510841185,-0.2180676166,-0.2377948492,-0.7472888514,-0.2522608665,-0.2513882872
6.70995,-0.08510864236,-0.2180686671,-0.2377959578,-0.7472904523,-0.2522618811,-0.2513893531
6.7266,-0.08510886566,-0.2180696986,-0.2377970534,-0.7472920336,-0.2522628702,-0.251390405
6.74325,-0.08510908178,-0.2180707111,-0.237798116,-0.7472935952,-0.2522638337,-0.2513914213
6.7599,-0.08510929075,-0.2180717048,-0.2377991654,-0.7472951366,-0.2522647717,-0.2513924234
6.77655,-0.08510949261,-0.2180726799,-0.2378001818,-0.747296658,-0.2522656843,-0.2513933899
6.7932,-0.08510968743,-0.2180736365,-0.237801185,-0.7472981592,-0.2522665717,-0.2513943424
6.80985,-0.08510987527,-0.2180745748,-0.2378021555,-0.7472996406,-0.2522674342,-0.2513952596
6.8265,-0.08511005622,-0.2180754948,-0.2378031132,-0.7473011023,-0.2522682721,-0.2513961634
6.84315,-0.08511023037,-0.2180763968,-0.2378040386,-0.7473025448,-0.2522690857,-0.2513970325
6.8598,-0.08511039783,-0.218077281,-0.237804952,-0.7473039685,-0.2522698757,-0.2513978889
6.87645,-0.08511055871,-0.2180781473,-0.237805834,-0.7473053739,-0.2522706424,-0.2513987115
6.8931,-0.08511071314,-0.2180789961,-0.2378067048,-0.7473067616,-0.2522713864,-0.2513995224
6.90975,-0.08511086124,-0.2180798275,-0.237807545,-0.7473081322,-0.2522721082,-0.2514003005
6.9264,-0.08511100315,-0.2180806415,-0.2378083751,-0.7473094862,-0.2522728084,-0.251401068
6.94305,-0.08511113898,-0.2180814386,-0.2378091757,-0.7473108242,-0.2522734875,-0.2514018038
6.9597,-0.08511126888,-0.2180822187,-0.2378099671,-0.7473121466,-0.2522741461,-0.25140253
6.97635,-0.08511139296,-0.218082982,-0.23781073,-0.7473134539,-0.2522747846,-0.2514032255
6.993,-0.08511151135,-0.2180837288,-0.2378114847,-0.7473147465,-0.2522754036,-0.2514039125
7.00965,-0.08511162417,-0.2180844593,-0.2378122116,-0.7473160247,-0.2522760036,-0.2514045697
7.0263,-0.08511173151,-0.2180851736,-0.2378129312,-0.7473172888,-0.2522765848,-0.2514052193
7.04295,-0.08511183349,-0.2180858719,-0.2378136238,-0.747318539,-0.2522771476,-0.2514058399
7.0596,-0.08511193019,-0.2180865543,-0.2378143097,-0.7473197753,-0.2522776925,-0.2514064535
7.07625,-0.0851120217,-0.2180872212,-0.237814969,-0.7473209978,-0.2522782196,-0.2514070387
7.0929,-0.08511210809,-0.2180878726,-0.2378156221,-0.7473222065,-0.2522787292,-0.2514076175
7.10955,-0.08511218945,-0.2180885087,-0.2378162491,-0.7473234013,-0.2522792214,-0.2514081683
7.1262,-0.08511226582,-0.2180891298,-0.2378168701,-0.7473245821,-0.2522796966,-0.2514087131
7.14285,-0.08511233729,-0.218089736,-0.2378174652,-0.7473257487,-0.2522801547,-0.2514092301
7.1595,-0.08511240389,-0.2180903275,-0.2378180546,-0.7473269011,-0.2522805959,-0.2514097413
7.17615,-0.08511246569,-0.2180909044,-0.2378186182,-0.7473280391,-0.2522810204,-0.2514102251
7.1928,-0.08511252274,-0.218091467,-0.2378191762,-0.7473291624,-0.2522814283,-0.2514107033
7.20945,-0.0851125751,-0.2180920154,-0.2378197085,-0.747330271,-0.2522818197,-0.2514111541
7.2261,-0.08511262282,-0.2180925498,-0.2378202355,-0.7473313648,-0.2522821947,-0.2514115997
7.24275,-0.08511266596,-0.2180930704,-0.2378207369,-0.7473324436,-0.2522825535,-0.2514120181
7.2594,-0.0851127046,-0.2180935774,-0.2378212331,-0.7473335075,-0.2522828963,-0.2514124315
7.27605,-0.08511273879,-0.218094071,-0.237821704,-0.7473345565,-0.2522832232,-0.251412818
7.2927,-0.08511276861,-0.2180945513,-0.23782217,-0.7473355905,-0.2522835344,-0.2514131999
7.30935,-0.08511279413,-0.2180950186,-0.237822611,-0.7473366097,-0.2522838302,-0.2514135553
7.326,-0.08511281545,-0.2180954731,-0.2378230475,-0.7473376143,-0.252284111,-0.2514139065
7.34265,-0.08511283265,-0.218095915,-0.2378234595,-0.7473386043,-0.2522843768,-0.2514142317
7.3593,-0.08511284582,-0.2180963445,-0.2378238675,-0.7473395801,-0.2522846281,-0.2514145534
7.37595,-0.08511285505,-0.2180967617,-0.2378242514,-0.7473405418,-0.2522848653,-0.2514148496
7.3926,-0.08511286046,-0.218097167,-0.2378246319,-0.7473414898,-0.2522850885,-0.2514151429
7.40925,-0.08511286214,-0.2180975605,-0.2378249891,-0.7473424243,-0.2522852983,-0.2514154114
7.4259,-0.0851128602,-0.2180979425,-0.2378253435,-0.7473433457,-0.252285495,-0.2514156777
7.44255,-0.08511285474,-0.2180983131,-0.2378256751,-0.7473442542,-0.2522856789,-0.25141592
7.4592,-0.08511284587,-0.2180986726,-0.2378260047,-0.7473451502,-0.2522858505,-0.2514161609
7.47585,-0.08511283368,-0.2180990213,-0.2378263123,-0.7473460339,-0.2522860101,-0.2514163784
7.4925,-0.08511281829,-0.2180993592,-0.2378266184,-0.7473469057,-0.2522861581,-0.2514165952
7.50915,-0.0851127998,-0.2180996867,-0.2378269031,-0.7473477658,-0.2522862948,-0.2514167893
7.5258,-0.08511277829,-0.218100004,-0.2378271871,-0.7473486145,-0.2522864205,-0.2514169835
7.54245,-0.08511275386,-0.2181003112,-0.2378274502,-0.747349452,-0.2522865357,-0.2514171556
7.5591,-0.08511272661,-0.2181006085,-0.2378277132,-0.7473502785,-0.2522866405,-0.2514173284
7.57575,-0.08511269661,-0.2181008962,-0.2378279559,-0.7473510942,-0.2522867354,-0.2514174798
7.5924,-0.08511266394,-0.2181011745,-0.2378281989,-0.7473518992,-0.2522868204,-0.2514176323
7.60905,-0.08511262869,-0.2181014434,-0.2378284221,-0.7473526937,-0.252286896,-0.2514177639
7.6257,-0.08511259091,-0.2181017033,-0.2378286461,-0.7473534777,-0.2522869623,-0.2514178973
7.64235,-0.0851125507,-0.2181019543,-0.2378288506,-0.7473542513,-0.2522870196,-0.25141801
7.659,-0.08511250809,-0.2181021966,-0.2378290563,-0.7473550147,-0.252287068,-0.2514181249
7.67565,-0.08511246317,-0.2181024303,-0.2378292429,-0.7473557679,-0.2522871078,-0.2514182197
7.6923,-0.085112416,-0.2181026556,-0.237829431,-0.7473565108,-0.2522871391,-0.251418317
7.70895,-0.08511236662,-0.2181028727,-0.2378296001,-0.7473572436,-0.2522871622,-0.2514183944
7.7256,-0.0851123151,-0.2181030817,-0.2378297712,-0.7473579663,-0.2522871771,-0.2514184747
7.74225,-0.08511226149,-0.2181032829,-0.2378299236,-0.747358679,-0.2522871841,-0.2514185354
7.7589,-0.08511220586,-0.2181034762,-0.2378300782,-0.7473593816,-0.2522871834,-0.2514185994
7.77555,-0.08511214826,-0.218103662,-0.2378302143,-0.7473600743,-0.252287175,-0.2514186441
7.7922,-0.08511208874,-0.2181038403,-0.237830353,-0.7473607571,-0.2522871593,-0.2514186924
7.80885,-0.08511202738,-0.2181040114,-0.2378304736,-0.7473614302,-0.2522871363,-0.2514187218
7.8255,-0.08511196422,-0.2181041753,-0.2378305969,-0.7473620935,-0.2522871063,-0.2514187552
7.84215,-0.08511189933,-0.2181043322,-0.2378307025,-0.7473627473,-0.2522870695,-0.25141877
7.8588,-0.08511183277,-0.2181044824,-0.2378308113,-0.7473633916,-0.2522870261,-0.2514187891
7.87545,-0.0851117646,-0.2181046259,-0.2378309026,-0.7473640266,-0.2522869762,-0.25141879
7.8921,-0.0851116949,-0.2181047629,-0.2378309974,-0.7473646524,-0.2522869202,-0.2514187957
7.90875,-0.08511162372,-0.2181048936,-0.2378310752,-0.7473652692,-0.2522868582,-0.2514187836
7.9254,-0.08511155114,-0.2181050181,-0.237831157,-0.7473658772,-0.2522867904,-0.2514187768
7.94205,-0.08511147721,-0.2181051366,-0.2378312221,-0.7473664765,-0.2522867171,-0.2514187525
7.9587,-0.085111402,-0.2181052493,-0.2378312915,-0.7473670673,-0.2522866385,-0.251418734
7.97535,-0.08511132559,-0.2181053563,-0.2378313447,-0.7473676498,-0.2522865549,-0.2514186986
7.992,-0.08511124804,-0.2181054578,-0.2378314027,-0.7473682242,-0.2522864664,-0.2514186692
8.00865,-0.08511116941,-0.2181055539,-0.2378314449,-0.7473687906,-0.2522863733,-0.2514186234
8.0253,-0.08511108976,-0.2181056448,-0.2378314922,-0.7473693492,-0.2522862758,-0.2514185842
8.04195,-0.08511100916,-0.2181057306,-0.2378315241,-0.7473699003,-0.2522861741,-0.2514185289
8.0586,-0.08511092767,-0.2181058116,-0.2378315616,-0.7473704438,-0.2522860685,-0.2514184806
8.07525,-0.08511084534,-0.2181058877,-0.237831584,-0.7473709801,-0.2522859591,-0.2514184166
8.0919,-0.08511076224,-0.2181059593,-0.2378316123,-0.7473715092,-0.2522858461,-0.25141836
8.10855,-0.08511067841,-0.2181060264,-0.2378316259,-0.7473720312,-0.2522857297,-0.2514182881
8.1252,-0.0851105939,-0.2181060891,-0.2378316458,-0.7473725463,-0.25228561,-0.251418224
8.14185,-0.08511050877,-0.2181061477,-0.2378316512,-0.7473730546,-0.2522854873,-0.2514181448
8.1585,-0.08511042307,-0.2181062021,-0.2378316632,-0.7473735561,-0.2522853617,-0.2514180738
8.17515,-0.08511033683,-0.2181062526,-0.237831661,-0.7473740511,-0.2522852333,-0.251417988
8.1918,-0.08511025011,-0.2181062993,-0.2378316657,-0.7473745395,-0.2522851023,-0.2514179106
8.20845,-0.08511016293,-0.2181063423,-0.2378316564,-0.7473750214,-0.2522849688,-0.2514178187
8.2251,-0.08511007535,-0.2181063816,-0.2378316542,-0.7473754969,-0.252284833,-0.2514177355
8.24175,-0.0851099874,-0.2181064175,-0.2378316383,-0.7473759661,-0.2522846949,-0.2514176381
8.2584,-0.08510989912,-0.2181064499,-0.2378316297,-0.7473764291,-0.2522845547,-0.2514175495
8.27505,-0.08510981054,-0.2181064791,-0.2378316075,-0.7473768858,-0.2522844125,-0.251417447
8.2917,-0.0851097217,-0.2181065051,-0.2378315929,-0.7473773364,-0.2522842684,-0.2514173536
8.30835,-0.08510963264,-0.218106528,-0.237831565,-0.747377781,-0.2522841226,-0.2514172464
8.325,-0.08510954338,-0.218106548,-0.2378315448,-0.7473782195,-0.2522839751,-0.2514171486
8.34165,-0.08510945397,-0.218106565,-0.2378315114,-0.7473786522,-0.2522838261,-0.2514170371
8.3583,-0.08510936442,-0.2181065793,-0.237831486,-0.747379079,-0.2522836756,-0.2514169353
8.37495,-0.08510927479,-0.2181065908,-0.2378314477,-0.7473795,-0.2522835239,-0.2514168201
8.3916,-0.0851091851,-0.2181065998,-0.2378314175,-0.7473799154,-0.2522833709,-0.2514167147
8.40825,-0.08510909538,-0.2181066062,-0.2378313746,-0.7473803251,-0.2522832168,-0.2514165962
8.4249,-0.08510900567,-0.2181066102,-0.23783134,-0.7473807294,-0.2522830618,-0.2514164877
8.44155,-0.085108916,-0.2181066119,-0.2378312929,-0.7473811282,-0.2522829059,-0.2514163662
8.4582,-0.08510882639,-0.2181066113,-0.2378312544,-0.7473815217,-0.2522827492,-0.2514162551
8.47485,-0.08510873689,-0.2181066086,-0.2378312035,-0.7473819099,-0.2522825919,-0.2514161312
8.4915,-0.08510864753,-0.2181066037,-0.2378311615,-0.747382293,-0.2522824341,-0.2514160178
8.50815,-0.08510855833,-0.218106597,-0.2378311073,-0.7473826711,-0.2522822759,-0.2514158919
8.5248,-0.08510846932,-0.2181065883,-0.2378310622,-0.7473830442,-0.2522821173,-0.2514157768
8.54145,-0.08510838053,-0.2181065777,-0.237831005,-0.7473834125,-0.2522819586,-0.2514156493
8.5581,-0.085108292,-0.2181065655,-0.2378309571,-0.747383776,-0.2522817997,-0.2514155328
8.57475,-0.08510820375,-0.2181065516,-0.2378308975,-0.7473841348,-0.2522816409,-0.2514154041
8.5914,-0.0851081158,-0.2181065361,-0.2378308472,-0.747384489,-0.2522814821,-0.2514152866
8.60805,-0.08510802819,-0.2181065191,-0.2378307854,-0.7473848388,-0.2522813235,-0.2514151572
8.6247,-0.08510794093,-0.2181065006,-0.2378307332,-0.747385184,-0.2522811652,-0.2514150391
8.64135,-0.08510785405,-0.2181064808,-0.2378306695,-0.7473855249,-0.2522810073,-0.2514149092
8.658,-0.08510776758,-0.2181064597,-0.2378306156,-0.7473858615,-0.2522808497,-0.2514147909
8.67465,-0.08510768152,-0.2181064374,-0.2378305503,-0.7473861939,-0.2522806927,-0.2514146609
8.6913,-0.08510759591,-0.2181064139,-0.237830495,-0.7473865221,-0.2522805362,-0.2514145425
8.70795,-0.08510751076,-0.2181063893,-0.2378304285,-0.7473868462,-0.2522803804,-0.2514144127
8.7246,-0.08510742609,-0.2181063637,-0.2378303721,-0.7473871662,-0.2522802253,-0.2514142947
8.74125,-0.08510734191,-0.218106337,-0.2378303046,-0.7473874822,-0.252280071,-0.2514141652
8.7579,-0.08510725824,-0.2181063094,-0.2378302472,-0.7473877942,-0.2522799174,-0.2514140477
8.77455,-0.08510717509,-0.218106281,-0.2378301789,-0.7473881023,-0.2522797648,-0.251413919
8.7912,-0.08510709248,-0.2181062517,-0.2378301208,-0.7473884065,-0.252279613,-0.2514138022
8.80785,-0.08510701042,-0.2181062216,-0.2378300518,-0.7473887069,-0.2522794622,-0.2514136742
8.8245,-0.08510692892,-0.2181061908,-0.2378299933,-0.7473890035,-0.2522793124,-0.2514135584
8.84115,-0.08510684799,-0.2181061592,-0.2378299239,-0.7473892963,-0.2522791637,-0.2514134315
