 V1_mag, V2_mag, V3_mag, V4_mag, V5_mag, V6_mag, V7_mag, V8_mag, V9_mag, V10_mag, V11_mag, V12_mag, V13_mag, V14_mag
1.06828372033,1.04580898137,0.983128521301,1.0149080006,1.0074697129,1.05115931105,1.03255531495,1.07274742512,1.01628196052,1.00904757811,1.02690793237,1.02975286148,1.01775810041,0.99940616628
1.06825973216,1.04576917665,0.983075721222,1.01486402534,1.00742647064,1.05108405778,1.03245344302,1.07273082594,1.01609466003,1.00886025346,1.02677480903,1.02965150441,1.01762941195,0.999237918215
1.06827793625,1.04578716863,0.983101678913,1.01491026041,1.00746903714,1.05120494819,1.0326048236,1.07275987496,1.01636053161,1.00916801289,1.0269917886,1.02982820586,1.01787789102,0.999494022463
1.06822695808,1.04572740258,0.983037850372,1.01483109039,1.00739792409,1.05107644363,1.03242339637,1.07270768612,1.01607533767,1.008831984,1.02675760791,1.02964060956,1.01761948711,0.999231782275
1.06829485533,1.0458124276,0.983130553495,1.014909002,1.00747552361,1.05116780434,1.03256976845,1.07277455113,1.01627725853,1.00907754493,1.02692499121,1.02977444431,1.01780106124,0.999411542635
1.0682795054,1.04579825912,0.983112424059,1.01490478971,1.00746749401,1.05120148724,1.03257271082,1.07274837844,1.01632236324,1.00908790994,1.02695093822,1.02980167574,1.0178117195,0.999461110945
1.06817119033,1.04564854121,0.982953671775,1.01474366214,1.00731811112,1.05100519483,1.03230678066,1.07267082177,1.01589967734,1.0086266777,1.02661711808,1.02953853084,1.01747192217,0.999064142976
1.06815704572,1.04561203191,0.982915729802,1.01475854004,1.0073299994,1.05114704616,1.03250743586,1.07268438881,1.01628131093,1.00909725308,1.0269272475,1.02977142378,1.01782127437,0.999425680038
1.06811288832,1.04554861476,0.982845023729,1.01465643709,1.00724009856,1.05095299169,1.0322672985,1.07265378363,1.01585918397,1.00860951642,1.02658089064,1.02949148103,1.01743835431,0.999021567142
1.06815644404,1.04558746673,0.982883659987,1.01471843833,1.00729978025,1.05105320166,1.03237575585,1.07269846881,1.01602338058,1.00882977933,1.02674313365,1.02963248876,1.0176390108,0.999196217755
1.06812826893,1.04557327814,0.982867618957,1.01469422961,1.00727483234,1.05099198405,1.03230290369,1.07266533997,1.01589326402,1.00870015092,1.0266460712,1.02955564709,1.01754470349,0.999074718407
1.06819944375,1.04563659821,0.982935085139,1.01474869933,1.00733560973,1.05115483476,1.03248119328,1.07274200714,1.01620258728,1.00895760115,1.02685864461,1.02973379471,1.01771613564,0.999336001761
1.06812498129,1.04555506266,0.982849874915,1.01467835285,1.00726239566,1.05100483938,1.03231601041,1.07267045072,1.0159370881,1.00873257527,1.02666934099,1.02956643664,1.01754991897,0.999110731868
1.06816279386,1.04558302768,0.982878739326,1.01468907734,1.00728103657,1.05105852468,1.03235575595,1.07270494045,1.01600217178,1.00872351644,1.02669207895,1.02959864998,1.01753319046,0.999152691643
1.0682151474,1.04565761851,0.982950333658,1.01477372556,1.00735642575,1.05115253552,1.03248747208,1.07275201179,1.0161946769,1.00896487,1.02686147542,1.02973273657,1.01772123605,0.999335789282
1.06819469395,1.04568708596,0.982996172256,1.01481684687,1.00738382171,1.05117081669,1.03254678735,1.07270428832,1.0163202856,1.00915032997,1.02696584352,1.02980882233,1.01787381771,0.999470869178
1.06817671855,1.04564797965,0.982956022514,1.01474365853,1.0073234563,1.05100807385,1.03235817028,1.07269296228,1.01597791966,1.00875244493,1.02668069824,1.02956479973,1.01753742897,0.999126812039
1.06820820777,1.04564480997,0.982935793663,1.01475126924,1.00733389987,1.05104280415,1.03237239253,1.07274140022,1.01598097856,1.00873360241,1.02668889066,1.02958766409,1.01754509659,0.999137468475
1.06806642524,1.04550122511,0.982804172431,1.01462904151,1.00721224896,1.05104475771,1.03234613049,1.07260262805,1.01607571216,1.00881773526,1.0267354719,1.02962217843,1.01759440267,0.999231094454
1.06824567837,1.04567763687,0.982961441654,1.01480916878,1.00738923781,1.05118154823,1.03253404169,1.07279465112,1.0162433353,1.00904082695,1.0269137852,1.02977975298,1.01779951473,0.999386557445
1.0680388236,1.045454868,0.98275570613,1.0145525828,1.00714664171,1.05089376702,1.03213565459,1.07258546042,1.01568084935,1.00839987638,1.02644552055,1.02939357024,1.0172893159,0.998861338082
1.06816900565,1.04559058647,0.982880163361,1.0147210867,1.00730389278,1.05109736738,1.03242182968,1.07272533384,1.01610255271,1.00889219632,1.02679782887,1.02967834423,1.01768370303,0.999265520029
1.06817620231,1.04559730367,0.982888540199,1.01473615491,1.00732154565,1.05111270924,1.03246242968,1.07274363732,1.01615209334,1.00898211346,1.02684778716,1.02971953509,1.01775206305,0.99931478482
1.06815894039,1.04558989934,0.982882427163,1.01471113316,1.0072936252,1.05108162341,1.03239500865,1.07270097666,1.0160688199,1.00884595164,1.02676631101,1.02965645097,1.01764013549,0.999232334566
1.06815255759,1.04557762176,0.982871270945,1.01466708782,1.00726145688,1.05103242625,1.03231089347,1.07269535853,1.015925348,1.00862880604,1.02663040668,1.02954935759,1.01745474532,0.999071443021
1.06811211033,1.04552093555,0.982813628543,1.01461866859,1.00721224532,1.05087049878,1.03212408333,1.07264863572,1.01559065515,1.00833307221,1.02640106333,1.02936093465,1.01726443616,0.998802717507
1.06804120984,1.04543890482,0.982728996271,1.01457859234,1.00717131581,1.05101749844,1.03233189287,1.07262383582,1.01604766018,1.0088233528,1.02672282902,1.02960281079,1.01759913316,0.999200461302
1.06821229926,1.04560176389,0.982879780903,1.01473667434,1.00733008538,1.05120332382,1.03252570832,1.07279548338,1.01626898148,1.0090227065,1.0269151975,1.0297873127,1.01777115355,0.99940202832
1.06802999563,1.0454467904,0.982740110608,1.01459206105,1.0071753366,1.05095463638,1.0322811536,1.07259171272,1.01594477055,1.00877694424,1.02666889286,1.02955636951,1.01758440668,0.999132547336
1.0681412804,1.04554474786,0.982833144908,1.01465792404,1.00725293513,1.05102902794,1.03229688206,1.07271127316,1.01588157006,1.0086397072,1.02663442998,1.02955876869,1.01750163976,0.999060478617
1.06799373166,1.04536558719,0.982652798818,1.01449801822,1.00710072865,1.05088758557,1.03211566172,1.07258037113,1.01566919379,1.00843469223,1.02646017833,1.02941189624,1.01735324773,0.998871403131
1.06813988841,1.0454921577,0.98276252607,1.01465034022,1.00724936815,1.05117162162,1.03248138647,1.07275611521,1.01624613394,1.00901873934,1.02689871224,1.02977019081,1.01777583984,0.999392953294
1.06813450677,1.04551093195,0.982789089303,1.01464268248,1.00724251065,1.05116638343,1.03242688721,1.07273143475,1.01615402592,1.00889530472,1.02683418627,1.02973808996,1.0177021177,0.999315194069
1.06807417414,1.04544981446,0.982732256552,1.01457411828,1.00717251937,1.0509153589,1.03218181773,1.07265832855,1.01570770778,1.00849920868,1.02650691063,1.02944699453,1.01739822758,0.998915256149
1.06805254049,1.04540375268,0.982679435998,1.0145605352,1.0071656085,1.05115560961,1.03243826758,1.07268322355,1.0162517015,1.00899829092,1.02688133506,1.02975248389,1.01774626652,0.999388978528
1.06814178728,1.04551600007,0.982793693478,1.01466582471,1.00726050519,1.05103820433,1.03234350425,1.07274271212,1.0159353513,1.00878976279,1.02671276906,1.02962278653,1.01764735297,0.999140651646
1.06797685593,1.045334898,0.982614432367,1.01446715124,1.00707452425,1.05093578798,1.03219471754,1.07258931899,1.01583962667,1.00858561914,1.02656030624,1.02947663039,1.01742342496,0.998999746503
1.06815744782,1.04553643859,0.982814604537,1.01467504231,1.00726974235,1.05116711988,1.03244445373,1.07274816211,1.01616753152,1.00891740774,1.02684699672,1.02974466867,1.01771626707,0.999337985728
1.06803701473,1.04542459433,0.982711538113,1.01458842722,1.00717838306,1.0511190979,1.03245089417,1.07264270096,1.0162737578,1.00909458316,1.0269128401,1.02975809979,1.01781069887,0.999429340932
1.06813218377,1.04552861068,0.982814611184,1.01467330231,1.00726594324,1.05110840711,1.03240407553,1.07272061875,1.01608454444,1.00889583012,1.02680289601,1.0296976212,1.01771274612,0.999260724956
1.06806945694,1.04543971989,0.98272212682,1.01457563375,1.0071770448,1.05100699286,1.03229109193,1.07266605542,1.01594500509,1.00869872824,1.02665469858,1.02955890568,1.01751830203,0.999112404219
1.06804030635,1.04538036676,0.982646606646,1.01452305149,1.00712993175,1.05094501513,1.03217997547,1.07265562525,1.01573711254,1.00850090095,1.02652262444,1.02947614459,1.0174178619,0.998942204262
1.06808179018,1.04542911233,0.982702971577,1.01458565041,1.00718433041,1.05112344699,1.03240886248,1.07270582081,1.0161530303,1.00894484775,1.02683643493,1.02971737059,1.01772151799,0.999308496464
1.06808019571,1.04541513966,0.982682299074,1.01458665789,1.00718863763,1.05117006456,1.03245767177,1.07272271706,1.01625736236,1.00903345766,1.02690720074,1.02977471167,1.01778332172,0.999414487451
1.06804221304,1.04539110796,0.982667038599,1.01454025226,1.00714545866,1.05091233065,1.03219334986,1.07266113645,1.01572614576,1.00856081432,1.02653311525,1.02947057905,1.01746903912,0.998938021189
1.06809434297,1.04545288492,0.982726038454,1.01458833922,1.00719051473,1.05103859739,1.03228826601,1.0727021094,1.01589730427,1.0086731964,1.0266563188,1.02958337692,1.01754076875,0.999088210966
1.06797725349,1.04530302396,0.982572869346,1.01445763396,1.00706726671,1.05104566571,1.03231843722,1.07262278975,1.01609949905,1.00883248929,1.02674232671,1.02962675612,1.01759396262,0.999236136308
1.0680574034,1.04541337028,0.982690485721,1.01457247611,1.00717146722,1.0510604626,1.03231710431,1.07267640711,1.0159685052,1.0088018904,1.02673130547,1.02964093066,1.01765357751,0.9991665596
1.06799393429,1.04533420124,0.982609160398,1.01449848023,1.00710284161,1.05100621838,1.03229820615,1.0726300947,1.01600907044,1.00880879388,1.02671018492,1.02960131795,1.01760860953,0.999187691055
1.06800099529,1.04529916833,0.982562869039,1.01443385898,1.00705419959,1.05092487937,1.03214473021,1.07264295387,1.0157199485,1.00842847799,1.02647615796,1.02943044537,1.01732406189,0.998908094512
1.06806665609,1.04537228548,0.982626076228,1.01456154918,1.00716863415,1.05121452062,1.03247520976,1.07273769042,1.01629870315,1.00909896264,1.02696178863,1.02983559889,1.01786528477,0.999457220269
1.06803095966,1.04534827187,0.982617916164,1.01449801877,1.00711110645,1.05105154752,1.03229212881,1.07267565285,1.01597147356,1.00874030136,1.02669700678,1.02961410508,1.0175816402,0.999147908049
1.06798689249,1.045285146,0.982543132388,1.01445390712,1.00706948808,1.05096739999,1.03220500054,1.07265750056,1.01580494895,1.00861515079,1.02659026412,1.02952475235,1.01750880643,0.999015730598
1.0680960332,1.04543052058,0.982703249308,1.01459775591,1.00720521305,1.05116736977,1.03246657221,1.07273961999,1.01623005801,1.00906472618,1.02691804769,1.02979170631,1.01783691315,0.999401543492
1.06801062708,1.04531416527,0.982572915008,1.01447370662,1.00709043364,1.0510277921,1.03226631532,1.07267192137,1.01593516586,1.00870022202,1.02666614929,1.02958456332,1.01754593846,0.999118312604
1.06799096946,1.04529315777,0.982555142245,1.0144685551,1.00708071208,1.05104304564,1.03227036159,1.0726538902,1.01594767636,1.00875918041,1.02670120335,1.02962409547,1.0176202753,0.999144384368
1.06791193915,1.04518471974,0.982444193898,1.01434866293,1.00697175934,1.05095257808,1.03216984324,1.07259414199,1.01585889492,1.00860336516,1.02657948248,1.02949700838,1.01743965736,0.999028555535
1.06797585215,1.04526722872,0.982526348652,1.01445271159,1.00706944022,1.05101648023,1.03228781831,1.07265843233,1.01597803062,1.00878748871,1.02670353395,1.02960802992,1.0176222481,0.999168581976
1.06801220841,1.04531465911,0.982580557238,1.01445767799,1.00707850212,1.05104213584,1.03226610245,1.07266883468,1.01595361188,1.00870083343,1.02667237346,1.02959433156,1.01753858432,0.999129366448
1.06808939908,1.04541411257,0.982672832893,1.01460714158,1.00721117667,1.05120350044,1.0325202156,1.07274991007,1.01633153355,1.00918587862,1.02699960007,1.02985328068,1.01793402361,0.9994973848
1.06805222618,1.04539059285,0.98266392548,1.01454788717,1.00715411159,1.05108501422,1.03233016807,1.07268358386,1.01602872261,1.00881031059,1.02675047759,1.02966247652,1.01765015545,0.999215144341
1.06804013698,1.04538104049,0.982653254112,1.01451889992,1.00712679882,1.05099769305,1.0322652283,1.07266342708,1.01590186778,1.00868022847,1.02663739124,1.02955021477,1.0175113293,0.999076100688
1.06803841214,1.04535168836,0.982617157475,1.01451147148,1.00712313196,1.05102882226,1.03228202787,1.07268925009,1.01594017171,1.00872163576,1.02667530732,1.02959087354,1.01756334811,0.999120790525
1.06802112865,1.04533967132,0.982604624885,1.01449308492,1.00710082934,1.05100271976,1.03224203921,1.07266501286,1.01587938594,1.0086515864,1.02662780712,1.02955053111,1.01750596581,0.999066829501
1.06800558102,1.04532256076,0.982586514427,1.01449051304,1.00709916694,1.05101495853,1.03226472679,1.07266070524,1.01592381209,1.00873665302,1.02667702966,1.02959626981,1.01759389796,0.999125031689
1.06789675632,1.04516185089,0.98241976332,1.01433776216,1.00695745631,1.05094966617,1.03213017731,1.07258065972,1.0157822931,1.00852024228,1.02653729797,1.02948322348,1.01741634673,0.998982854384
1.06792280401,1.045186874,0.982440700289,1.0143537006,1.00697699279,1.05091522594,1.03213757915,1.07262037028,1.01575080423,1.00852717914,1.02652003853,1.02946043325,1.0174126041,0.998951849676
1.0680034462,1.04528712031,0.982545734775,1.01446423611,1.00708269984,1.05108509738,1.03233785362,1.07268543253,1.01606488024,1.00887484779,1.02678103573,1.02967873199,1.01768925107,0.999244316825
1.06806225426,1.04536894305,0.982624172295,1.014542378,1.00715691389,1.05116963341,1.03245053381,1.07273544362,1.01623196937,1.00903033714,1.02690333776,1.029782993,1.01780326449,0.999392480272
1.06796897477,1.04525086967,0.98251041458,1.01441946849,1.00703865224,1.05099244296,1.03219238187,1.07264478485,1.01582654765,1.00860875502,1.02660109148,1.02954387349,1.01750326926,0.999033909516
1.06793728155,1.04519449817,0.982444808124,1.01436258822,1.0069868479,1.05096271654,1.03215913233,1.07263299578,1.01579006837,1.00855436705,1.02655767553,1.02949903273,1.01743586864,0.998987840467
1.06800916926,1.04526311699,0.982513104796,1.0144527068,1.00707601263,1.05109978635,1.03235939539,1.07271498989,1.01609914314,1.00890316056,1.02680210076,1.0296956507,1.01770137217,0.999268843324
1.06799812905,1.04525213546,0.982496175664,1.01443146363,1.00705540724,1.05105891393,1.03228628853,1.07269861999,1.01597151891,1.00874416944,1.02670205608,1.02962013206,1.01758309585,0.999149392816
1.06789848159,1.04515728869,0.982408075169,1.01435456472,1.00697344429,1.05096741944,1.03217538505,1.07260938349,1.01582879303,1.00865640339,1.02661303656,1.02954700357,1.01755408836,0.999049330267
1.0679427949,1.04518822315,0.982438590508,1.0143620601,1.00699331263,1.05101647915,1.03222338985,1.07265862935,1.01591044125,1.00868527779,1.02665247129,1.02957949942,1.01754351057,0.99910460671
1.06784187117,1.04507134582,0.982319880352,1.01427910813,1.00690725325,1.0509695744,1.03217117914,1.07257494524,1.01587855505,1.00868466123,1.02662848136,1.02955340887,1.0175506833,0.999086070419
1.06798280022,1.04520783209,0.982448145485,1.01439474465,1.00702734508,1.05109053301,1.03230840993,1.07272147487,1.01602847843,1.0088062039,1.02675012384,1.02966686772,1.01764982305,0.999216041201
1.06789119639,1.0451195911,0.9823599005,1.01431556787,1.00694481158,1.05097934202,1.03217303064,1.07262555943,1.0158361593,1.00863896015,1.02660971444,1.02954774127,1.01752452855,0.999050412507
1.06790349195,1.04508715415,0.982318756793,1.01431618382,1.00695252233,1.051031039,1.03221497943,1.07267563505,1.01589257487,1.00873580554,1.02668348312,1.02962100692,1.01764172748,0.999122001991
1.06786910678,1.04506364726,0.982299259619,1.01426221556,1.00690104488,1.05097730238,1.0321568647,1.07263194025,1.01582470795,1.00862137227,1.02659869029,1.02953637629,1.01750483877,0.999034602364
1.06788600009,1.04505656363,0.982286471076,1.01426751081,1.00691279954,1.05100508338,1.0321710174,1.07266296515,1.01583475349,1.00863172266,1.0266178214,1.02956669645,1.01753963125,0.999050144042
1.06795479676,1.04516456636,0.98239729278,1.01439258499,1.00702219245,1.05116365057,1.03240271046,1.07271391817,1.01621209592,1.00905423247,1.02691169925,1.02979742572,1.0178528404,0.999398254122
1.06795318071,1.04518346603,0.982422435741,1.01437012881,1.00700060718,1.05105416727,1.03224186166,1.07268814467,1.01592366576,1.00871819922,1.02668855953,1.02962655322,1.01760746384,0.999139720706
1.06785961497,1.04510783103,0.982363772772,1.01428981598,1.0069181498,1.0509695031,1.0321933976,1.07258071385,1.01591039795,1.00869509521,1.02663139284,1.02954297969,1.01751685915,0.999087449963
1.06797672844,1.04519261058,0.982428089896,1.01438584372,1.0070223365,1.05107990204,1.03229369798,1.07272512728,1.01599951779,1.00877382365,1.02672812904,1.02964762377,1.0176246369,0.999183698925
1.06780587156,1.04503492838,0.982287586029,1.0142405663,1.00687075308,1.05090564755,1.03207485167,1.07253111299,1.01573799738,1.00856264495,1.02653670891,1.02948346875,1.01747796162,0.998980158182
1.06793937415,1.04511010325,0.982329476025,1.01432073103,1.00696188841,1.0510275642,1.0322003492,1.07270386904,1.01584176436,1.00862309342,1.02662357434,1.02957488317,1.01753209029,0.999041255561
1.06784024589,1.04504251452,0.982284740538,1.01425993651,1.00689553038,1.05096010415,1.03214494291,1.07259562862,1.01581269726,1.00868034191,1.02661935143,1.02955463204,1.0175808788,0.99904764703
1.06778135746,1.04496140233,0.98219971268,1.01415379332,1.00679917189,1.0508692822,1.03199653219,1.07255261973,1.01560185389,1.008364045,1.0264159385,1.02939444604,1.01732138604,0.998833722372
1.06785575899,1.04499223826,0.982210141174,1.01421751932,1.00686608592,1.0509592438,1.0321250234,1.07266642446,1.01575647182,1.00857901951,1.02656750128,1.0295207085,1.01750065923,0.998986266364
1.06788558248,1.04504670742,0.982269582984,1.01425728452,1.00690301983,1.05106098979,1.03220455032,1.07267420747,1.01590683809,1.00868978913,1.02667636299,1.02962730826,1.01759515647,0.999120085636
1.06785776172,1.04503608871,0.982266431633,1.01424267797,1.00688708317,1.05108863016,1.03225248609,1.07264260704,1.01603783397,1.00879790798,1.02674645868,1.0296693346,1.01764054788,0.999220791146
1.06792177123,1.04510792075,0.982338661992,1.01433068893,1.00696872813,1.05105313944,1.03225428075,1.07270069542,1.01594270677,1.0088032221,1.02672840729,1.02965538495,1.01768772922,0.999171006734
1.06776120541,1.04493006091,0.982164823347,1.01413217413,1.00678023894,1.05085953985,1.03202052884,1.07254358294,1.01566660313,1.00843455747,1.02644645961,1.02940114613,1.0173422893,0.998880655137
1.06793858515,1.045106882,0.982329760888,1.01431478635,1.00695898611,1.05105842144,1.03222547785,1.07271918246,1.01588659217,1.00869294477,1.02667522762,1.02962194083,1.01759783953,0.999106779171
1.06777998044,1.04495559369,0.982187612421,1.01418914099,1.0068301533,1.05103360957,1.03221169292,1.07257476254,1.01600749965,1.00882900388,1.0267338472,1.02964796292,1.01767169102,0.99920614779
1.06770928408,1.0448632856,0.98209597577,1.01406994782,1.00672262347,1.05079363157,1.03191549932,1.07250032,1.01550127443,1.00828428476,1.02633764576,1.02931759623,1.01725227625,0.998737939809
1.06788965294,1.04505114589,0.982275178068,1.01428300813,1.00692023261,1.05107752586,1.03226224386,1.07268359866,1.01599591501,1.00883382165,1.02675573783,1.02967885507,1.01769518971,0.999211141603
1.06785397928,1.04502300043,0.982250664312,1.01425750125,1.00689991179,1.0510086573,1.03220953852,1.07265513288,1.01590350773,1.00878680189,1.02669823859,1.02962194217,1.01767378164,0.999138255543
1.06785468041,1.04499395362,0.982210134864,1.01420968761,1.00686120124,1.05105066172,1.0321842421,1.07266553837,1.01590008882,1.00865679739,1.02665468173,1.02960546194,1.01755142544,0.999100825023
1.06786592153,1.04502763326,0.982253256641,1.01424373861,1.00688665122,1.05103812892,1.0321996367,1.07266069674,1.01590477892,1.00871274275,1.02667632497,1.02961330657,1.01759754784,0.999117172612
1.06777566574,1.04491628757,0.982139424216,1.01414398379,1.00679502675,1.05093402942,1.03208306862,1.07259174126,1.01575608966,1.00856182584,1.02654873976,1.02950025803,1.01747812378,0.998989870315
1.06787635331,1.04500167036,0.982215196499,1.0142403213,1.0068885367,1.05103163516,1.03219366305,1.07270063502,1.01586080765,1.00870556218,1.02666616006,1.0296121064,1.0176160973,0.99908728912
1.06786504756,1.04500491454,0.982221583032,1.01423141203,1.00687761902,1.05102779956,1.03218315089,1.07267513436,1.0158694002,1.00868084974,1.02665498238,1.02959483144,1.01757329883,0.999088149853
1.06773547394,1.04486611415,0.982087336673,1.01408320848,1.00673960496,1.05091607866,1.03205768716,1.0725600582,1.01575390862,1.00853465408,1.02652466939,1.02947852904,1.01743708917,0.998963830091
1.06779348447,1.04491550195,0.982134605493,1.01412785823,1.006784566,1.05098960713,1.0320707812,1.07260845588,1.01574114229,1.00848234745,1.02653565058,1.02951214483,1.01742718239,0.998957112176
1.06770100508,1.04480044931,0.982015865999,1.01402734602,1.00668752832,1.050802717,1.03192475442,1.07253615046,1.0155105205,1.0083011064,1.02635076881,1.02933885477,1.01727930581,0.998766473125
1.06781888969,1.04493209504,0.982144117166,1.01418080118,1.00683648693,1.05096817089,1.03211880076,1.07266592985,1.01574268828,1.00862721082,1.02659468722,1.0295513568,1.01757750223,0.998994166688
1.06780418294,1.04491418772,0.982120794108,1.01415025752,1.00680725697,1.05104232595,1.03216797789,1.07265260865,1.01589322096,1.00869946598,1.0266716289,1.02962346688,1.0176091508,0.9991157554
1.06782369407,1.04495548281,0.982175659057,1.01418800652,1.00684049186,1.05099701563,1.03215248681,1.07264593453,1.01583241789,1.00867698601,1.02663492108,1.02958029325,1.01758768573,0.999057136379
1.0678313595,1.04495784642,0.982173211867,1.0141938338,1.00684662315,1.05106294451,1.03220134073,1.07265770199,1.0159352485,1.00874750003,1.02670664368,1.02964636507,1.017640976,0.999160272772
1.06781670634,1.04492310917,0.982138384353,1.01414737501,1.00680967091,1.05098348082,1.03209794167,1.07264831454,1.01574172691,1.00853223272,1.02655609574,1.02953350739,1.01748622464,0.99897953624
1.06779776511,1.0449056848,0.982115559917,1.01413253324,1.00679212575,1.05097780155,1.03211153269,1.07263531549,1.01579874836,1.00857509521,1.02657743955,1.02953132003,1.01748337697,0.999016215176
1.06773964713,1.04482154483,0.982027437319,1.014068284,1.00673065064,1.05099146748,1.03206411147,1.0726048942,1.01575216362,1.00853576385,1.02656389612,1.02954785244,1.01750251207,0.998997285824
